VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
2,2023-03-23 18:49:00,2023-03-23 19:29:00,1,6.08,1,N,63,128,1,17.7,1.0,0.5,5.95,6.55,1.0,35.2,2.5,0.0
2,2023-03-23 19:16:00,2023-03-23 19:42:00,1,0.86,1,Y,212,96,1,5.41,2.5,0.5,7.3,0.0,1.0,19.21,2.5,0.0
2,2023-03-23 19:17:00,2023-03-23 19:56:00,1,5.74,1,N,69,65,2,5.6,0.5,0.5,2.42,0.0,1.0,12.52,2.5,0.0
2,2023-03-23 20:46:00,2023-03-23 21:05:00,3,0.61,1,N,186,10,2,3.89,2.5,0.5,0.73,0.0,1.0,11.12,2.5,0.0
2,2023-03-23 22:52:00,2023-03-23 23:37:00,2,1.01,1,N,18,104,2,8.59,2.5,0.5,3.44,0.0,1.0,18.53,2.5,0.0
2,2023-03-23 22:55:00,2023-03-23 23:15:00,1,0.43,1,N,180,38,1,11.13,0.5,0.5,0.03,6.55,1.0,22.21,2.5,0.0
1,2023-03-23 23:13:00,2023-03-23 23:29:00,2,3.58,3,N,75,144,1,5.52,0.0,0.5,2.25,6.55,1.0,18.32,2.5,0.0
2,2023-03-24 00:14:00,2023-03-24 00:42:00,2,1.2,1,N,147,156,1,29.46,1.0,0.5,7.25,6.55,1.0,48.26,2.5,0.0
1,2023-03-24 05:33:00,2023-03-24 05:39:00,1,2.7,1,N,212,44,1,18.21,2.5,0.5,5.61,0.0,1.0,32.07,2.5,1.75
1,2023-03-24 06:11:00,2023-03-24 06:35:00,1,4.25,1,N,239,51,1,11.05,0.0,0.5,2.05,6.55,1.0,23.65,2.5,0.0
2,2023-03-24 07:33:00,2023-03-24 08:08:00,1,6.7,1,N,188,183,1,5.71,1.0,0.5,2.52,6.55,1.0,17.28,0.0,0.0
2,2023-03-24 07:42:00,2023-03-24 08:04:00,1,1.41,1,N,207,180,2,8.66,0.5,0.5,0.81,0.0,1.0,13.97,2.5,0.0
2,2023-03-24 08:21:00,2023-03-24 09:15:00,3,4.88,1,N,44,152,1,8.3,2.5,0.5,1.35,0.0,1.0,13.65,0.0,0.0
2,2023-03-24 10:16:00,2023-03-24 10:45:00,1,0.91,1,N,253,172,1,3.49,3.5,0.5,3.91,0.0,1.0,14.9,2.5,0.0
2,2023-03-24 12:34:00,2023-03-24 13:18:00,1,0.75,1,N,230,236,1,19.73,0.5,0.5,0.66,6.55,1.0,28.94,0.0,0.0
2,2023-03-24 12:43:00,2023-03-24 13:28:00,1,1.67,1,N,70,263,2,13.12,2.5,0.5,0.36,0.0,1.0,19.98,2.5,0.0
2,2023-03-24 14:00:00,2023-03-24 14:37:00,4,1.68,1,N,222,146,1,7.67,2.5,0.5,1.97,6.55,1.0,22.69,2.5,0.0
2,2023-03-24 18:16:00,2023-03-24 18:40:00,1,2.08,1,N,62,231,1,12.72,3.5,0.5,0.07,0.0,1.0,20.29,2.5,0.0
1,2023-03-24 18:20:00,2023-03-24 19:00:00,2,1.28,1,N,242,226,2,18.97,3.5,0.5,7.0,0.0,1.0,33.47,2.5,0.0
2,2023-03-24 21:52:00,2023-03-24 22:48:00,3,1.72,5,N,87,130,1,12.3,1.0,0.5,1.5,6.55,1.0,25.35,2.5,0.0
2,2023-03-25 03:35:00,2023-03-25 03:53:00,1,2.17,1,N,31,215,1,9.02,2.5,0.5,0.29,0.0,1.0,15.81,2.5,0.0
2,2023-03-25 05:55:00,2023-03-25 06:39:00,1,1.38,1,N,101,86,1,17.43,0.0,0.5,8.3,0.0,1.0,27.23,0.0,0.0
2,2023-03-25 07:28:00,2023-03-25 07:41:00,1,1.62,1,N,85,244,1,3.95,2.5,0.5,1.04,6.55,1.0,15.54,0.0,0.0
2,2023-03-25 08:29:00,2023-03-25 08:40:00,5,3.76,2,N,23,101,1,8.36,0.5,0.5,0.37,0.0,1.0,13.23,2.5,0.0
2,2023-03-25 09:02:00,2023-03-25 09:23:00,4,0.96,1,Y,196,64,1,11.32,0.5,0.5,1.29,0.0,1.0,17.11,2.5,0.0
2,2023-03-25 09:16:00,2023-03-25 09:35:00,1,1.94,1,N,166,210,1,9.98,2.5,0.5,0.08,0.0,1.0,16.56,2.5,0.0
2,2023-03-25 10:31:00,2023-03-25 11:26:00,1,1.44,2,N,195,199,1,18.07,1.0,0.5,2.77,0.0,1.0,25.84,2.5,0.0
2,2023-03-25 11:54:00,2023-03-25 12:18:00,1,0.95,3,N,233,186,2,13.84,0.0,0.5,2.09,0.0,1.0,19.93,2.5,0.0
2,2023-03-25 12:03:00,2023-03-25 12:51:00,4,3.67,1,N,181,233,1,15.12,1.0,0.5,0.42,6.55,1.0,27.09,2.5,0.0
2,2023-03-25 12:23:00,2023-03-25 12:44:00,4,0.98,4,N,188,5,1,14.89,2.5,0.5,5.76,0.0,1.0,24.65,0.0,0.0
2,2023-03-25 13:56:00,2023-03-25 14:50:00,1,5.67,1,N,120,241,1,4.15,0.5,0.5,0.23,0.0,1.0,8.88,2.5,0.0
1,2023-03-25 16:14:00,2023-03-25 16:36:00,1,2.16,1,N,90,195,1,19.65,0.5,0.5,2.38,0.0,1.0,26.53,2.5,0.0
2,2023-03-25 17:52:00,2023-03-25 18:36:00,1,1.95,2,N,189,253,1,3.51,1.0,0.5,0.66,6.55,1.0,13.22,0.0,0.0
2,2023-03-25 19:14:00,2023-03-25 19:56:00,1,1.84,1,N,260,2,1,5.11,3.5,0.5,1.54,0.0,1.0,14.15,2.5,0.0
2,2023-03-26 02:38:00,2023-03-26 03:27:00,3,0.48,1,N,83,54,1,26.57,0.5,0.5,2.62,0.0,1.0,31.19,0.0,0.0
2,2023-03-26 03:29:00,2023-03-26 04:11:00,1,1.81,1,N,145,174,1,17.89,3.5,0.5,1.2,0.0,1.0,26.59,2.5,0.0
2,2023-03-26 03:32:00,2023-03-26 04:00:00,1,8.12,1,N,60,259,2,22.54,1.0,0.5,2.0,6.55,1.0,37.84,2.5,1.75
2,2023-03-26 11:15:00,2023-03-26 11:29:00,3,4.24,2,N,107,260,1,6.28,2.5,0.5,3.24,6.55,1.0,22.57,2.5,0.0
2,2023-03-26 11:48:00,2023-03-26 12:26:00,1,0.32,1,N,25,83,2,27.1,0.5,0.5,1.01,0.0,1.0,32.61,2.5,0.0
2,2023-03-26 13:49:00,2023-03-26 14:21:00,1,0.57,1,N,171,68,1,7.24,2.5,0.5,3.18,6.55,1.0,25.22,2.5,1.75
1,2023-03-26 14:26:00,2023-03-26 15:13:00,2,6.39,1,N,67,123,2,3.42,0.5,0.5,7.92,0.0,1.0,13.34,0.0,0.0
2,2023-03-26 15:03:00,2023-03-26 15:48:00,4,4.67,1,N,39,131,1,15.97,2.5,0.5,0.79,6.55,1.0,27.31,0.0,0.0
2,2023-03-26 15:37:00,2023-03-26 16:23:00,1,1.7,1,N,176,208,1,49.28,0.0,0.5,4.07,6.55,1.0,63.15,0.0,1.75
2,2023-03-26 16:38:00,2023-03-26 17:01:00,1,6.74,4,N,224,40,1,11.95,2.5,0.5,3.78,6.55,1.0,28.78,2.5,0.0
1,2023-03-26 17:19:00,2023-03-26 17:40:00,1,2.43,1,N,47,73,2,10.23,0.0,0.5,1.02,6.55,1.0,23.55,2.5,1.75
2,2023-03-26 17:39:00,2023-03-26 18:12:00,3,1.17,1,N,180,109,1,15.75,2.5,0.5,2.76,0.0,1.0,24.26,0.0,1.75
2,2023-03-26 17:55:00,2023-03-26 18:47:00,4,3.92,1,N,226,217,1,7.68,0.0,0.5,5.29,0.0,1.0,14.47,0.0,0.0
2,2023-03-26 18:56:00,2023-03-26 19:55:00,2,1.4,1,N,179,72,1,4.8,2.5,0.5,1.94,0.0,1.0,14.99,2.5,1.75
2,2023-03-26 19:18:00,2023-03-26 19:39:00,2,1.4,1,N,47,161,1,7.06,1.0,0.5,1.99,0.0,1.0,14.05,2.5,0.0
2,2023-03-26 21:12:00,2023-03-26 21:45:00,5,1.54,1,N,146,187,1,5.9,0.0,0.5,0.9,0.0,1.0,12.55,2.5,1.75
2,2023-03-26 21:38:00,2023-03-26 22:24:00,3,2.71,1,N,155,254,1,3.87,0.0,0.5,0.91,0.0,1.0,8.78,2.5,0.0
2,2023-03-26 22:52:00,2023-03-26 23:35:00,4,0.8,1,Y,249,118,1,7.73,1.0,0.5,5.95,0.0,1.0,20.43,2.5,1.75
2,2023-03-27 00:02:00,2023-03-27 00:20:00,1,5.7,1,N,90,25,1,5.41,3.5,0.5,0.98,6.55,1.0,20.44,2.5,0.0
1,2023-03-27 00:09:00,2023-03-27 00:15:00,1,7.05,3,N,86,237,1,10.64,0.0,0.5,3.09,6.55,1.0,24.28,2.5,0.0
2,2023-03-27 04:32:00,2023-03-27 05:27:00,1,3.15,1,N,255,68,1,16.31,3.5,0.5,1.6,0.0,1.0,25.41,2.5,0.0
1,2023-03-27 05:44:00,2023-03-27 05:55:00,2,1.09,2,N,246,95,1,5.89,0.0,0.5,4.05,6.55,1.0,22.24,2.5,1.75
2,2023-03-27 06:15:00,2023-03-27 06:43:00,1,3.24,1,N,233,127,1,10.73,0.5,0.5,4.63,0.0,1.0,17.36,0.0,0.0
1,2023-03-27 06:28:00,2023-03-27 06:36:00,1,3.0,1,Y,57,210,1,13.79,2.5,0.5,8.5,6.55,1.0,35.34,2.5,0.0
2,2023-03-27 08:03:00,2023-03-27 08:58:00,2,13.37,1,N,218,261,1,28.52,2.5,0.5,0.62,0.0,1.0,35.64,2.5,0.0
2,2023-03-27 10:30:00,2023-03-27 11:18:00,2,2.14,1,N,218,262,1,7.7,2.5,0.5,0.92,6.55,1.0,19.17,0.0,0.0
2,2023-03-27 11:39:00,2023-03-27 12:04:00,1,0.87,1,N,29,130,1,10.43,0.5,0.5,5.99,0.0,1.0,20.92,2.5,0.0
2,2023-03-27 11:39:00,2023-03-27 12:13:00,1,7.07,1,N,123,241,1,7.35,3.5,0.5,0.2,6.55,1.0,21.6,2.5,0.0
2,2023-03-27 11:46:00,2023-03-27 12:45:00,1,5.48,1,N,3,55,2,14.24,0.0,0.5,1.91,0.0,1.0,20.15,2.5,0.0
2,2023-03-27 14:17:00,2023-03-27 15:15:00,1,0.77,2,N,149,207,2,3.79,1.0,0.5,0.53,0.0,1.0,6.82,0.0,0.0
2,2023-03-27 20:18:00,2023-03-27 20:59:00,1,2.5,1,N,148,255,1,21.07,3.5,0.5,11.44,0.0,1.0,40.01,2.5,0.0
1,2023-03-27 22:08:00,2023-03-27 22:15:00,2,1.36,1,N,230,69,1,12.24,3.5,0.5,3.68,6.55,1.0,29.97,2.5,0.0
2,2023-03-27 22:45:00,2023-03-27 23:29:00,2,3.68,1,N,34,9,1,20.8,2.5,0.5,1.53,0.0,1.0,30.58,2.5,1.75
1,2023-03-27 22:49:00,2023-03-27 23:38:00,3,2.69,1,N,58,15,1,19.16,2.5,0.5,1.09,6.55,1.0,33.3,2.5,0.0
2,2023-03-27 23:25:00,2023-03-27 23:34:00,1,3.85,1,N,24,241,1,3.02,2.5,0.5,0.4,0.0,1.0,11.67,2.5,1.75
2,2023-03-28 00:13:00,2023-03-28 00:23:00,1,5.3,1,N,260,78,2,4.81,1.0,0.5,2.81,0.0,1.0,12.62,2.5,0.0
2,2023-03-28 01:50:00,2023-03-28 02:21:00,1,5.03,1,N,187,255,3,29.04,1.0,0.5,8.82,6.55,1.0,49.41,2.5,0.0
2,2023-03-28 03:20:00,2023-03-28 03:56:00,3,1.5,1,N,25,185,1,4.6,0.5,0.5,0.63,0.0,1.0,9.73,2.5,0.0
2,2023-03-28 03:26:00,2023-03-28 03:45:00,1,2.38,1,Y,264,167,1,19.75,0.5,0.5,1.75,0.0,1.0,25.25,0.0,1.75
1,2023-03-28 04:36:00,2023-03-28 04:48:00,3,3.02,2,N,193,151,1,60.99,0.0,0.5,1.4,6.55,1.0,72.94,2.5,0.0
2,2023-03-28 04:43:00,2023-03-28 04:51:00,1,0.6,1,N,108,56,1,15.12,0.5,0.5,3.37,6.55,1.0,27.04,0.0,0.0
2,2023-03-28 10:07:00,2023-03-28 10:42:00,1,11.7,1,N,168,45,1,14.6,2.5,0.5,0.0,0.0,1.0,21.1,2.5,0.0
1,2023-03-28 10:41:00,2023-03-28 11:35:00,2,4.0,1,N,181,57,1,9.5,2.5,0.5,5.16,0.0,1.0,21.16,2.5,0.0
1,2023-03-28 12:31:00,2023-03-28 13:11:00,1,0.73,1,N,87,155,1,21.2,3.5,0.5,1.2,6.55,1.0,36.45,2.5,0.0
2,2023-03-28 18:12:00,2023-03-28 18:47:00,2,0.51,1,N,215,172,1,20.54,2.5,0.5,0.48,0.0,1.0,27.52,2.5,0.0
1,2023-03-28 19:02:00,2023-03-28 20:01:00,1,2.94,1,N,84,187,1,10.19,0.0,0.5,1.2,6.55,1.0,19.44,0.0,0.0
1,2023-03-28 20:34:00,2023-03-28 20:41:00,1,2.58,1,N,233,41,1,29.8,0.5,0.5,0.96,0.0,1.0,35.26,2.5,0.0
2,2023-03-28 21:49:00,2023-03-28 22:13:00,1,3.13,1,N,183,133,1,4.95,0.5,0.5,0.59,0.0,1.0,11.79,2.5,1.75
2,2023-03-29 01:01:00,2023-03-29 01:48:00,1,2.13,1,N,121,34,2,6.67,0.0,0.5,2.12,6.55,1.0,16.84,0.0,0.0
1,2023-03-29 01:14:00,2023-03-29 01:32:00,1,1.52,1,N,233,128,3,6.17,2.5,0.5,10.92,6.55,1.0,30.14,2.5,0.0
1,2023-03-29 01:15:00,2023-03-29 02:12:00,3,3.12,1,N,219,97,1,13.39,2.5,0.5,0.23,0.0,1.0,20.12,2.5,0.0
2,2023-03-29 02:38:00,2023-03-29 03:00:00,2,1.11,1,N,169,253,1,10.64,2.5,0.5,7.84,0.0,1.0,24.98,2.5,0.0
2,2023-03-29 06:17:00,2023-03-29 06:39:00,1,1.0,1,N,111,3,1,17.3,0.0,0.5,0.38,6.55,1.0,28.23,2.5,0.0
2,2023-03-29 06:19:00,2023-03-29 06:50:00,1,2.9,1,N,220,19,2,8.43,2.5,0.5,1.14,0.0,1.0,15.32,0.0,1.75
2,2023-03-29 09:09:00,2023-03-29 09:56:00,1,1.97,1,N,254,167,2,30.66,0.0,0.5,0.88,6.55,1.0,42.09,2.5,0.0
2,2023-03-29 09:29:00,2023-03-29 09:56:00,1,0.31,1,N,96,167,2,5.22,1.0,0.5,9.41,0.0,1.0,17.13,0.0,0.0
1,2023-03-29 10:05:00,2023-03-29 10:43:00,4,4.81,1,N,64,14,1,7.17,0.0,0.5,0.82,0.0,1.0,9.49,0.0,0.0
2,2023-03-29 10:37:00,2023-03-29 11:05:00,1,0.67,1,N,46,136,1,29.8,1.0,0.5,1.94,0.0,1.0,36.74,2.5,0.0
2,2023-03-29 11:51:00,2023-03-29 12:21:00,1,0.34,1,N,17,4,1,5.67,1.0,0.5,1.83,6.55,1.0,16.55,0.0,0.0
1,2023-03-29 11:55:00,2023-03-29 12:01:00,1,3.09,1,N,189,145,1,8.88,2.5,0.5,10.48,0.0,1.0,25.86,2.5,0.0
1,2023-03-29 13:00:00,2023-03-29 13:43:00,1,1.51,1,N,173,233,1,14.47,0.0,0.5,2.09,0.0,1.0,20.56,2.5,0.0
1,2023-03-29 13:48:00,2023-03-29 14:33:00,3,6.69,1,N,108,235,3,23.1,0.0,0.5,2.54,0.0,1.0,29.64,2.5,0.0
1,2023-03-29 14:41:00,2023-03-29 15:34:00,1,1.79,1,N,199,81,1,4.5,3.5,0.5,8.75,6.55,1.0,27.3,2.5,0.0
2,2023-03-29 15:22:00,2023-03-29 16:02:00,1,1.95,1,N,165,253,2,10.18,0.0,0.5,1.61,6.55,1.0,21.59,0.0,1.75
2,2023-03-29 15:29:00,2023-03-29 15:40:00,1,3.62,1,N,89,38,1,4.57,0.5,0.5,4.18,6.55,1.0,19.8,2.5,0.0
2,2023-03-29 16:30:00,2023-03-29 16:41:00,1,1.59,1,N,100,22,1,27.71,0.0,0.5,5.17,0.0,1.0,38.63,2.5,1.75
2,2023-03-29 17:10:00,2023-03-29 17:32:00,4,0.52,1,N,60,8,1,10.15,0.0,0.5,5.23,0.0,1.0,16.88,0.0,0.0
1,2023-03-29 19:37:00,2023-03-29 19:49:00,2,5.63,1,N,1,209,1,6.04,3.5,0.5,6.74,0.0,1.0,20.28,2.5,0.0
1,2023-03-29 19:59:00,2023-03-29 20:24:00,3,0.59,1,N,63,84,1,10.54,1.0,0.5,4.24,0.0,1.0,19.78,2.5,0.0
1,2023-03-29 20:18:00,2023-03-29 20:52:00,1,3.0,1,N,28,129,1,5.53,0.0,0.5,0.25,0.0,1.0,7.28,0.0,0.0
2,2023-03-29 22:13:00,2023-03-29 23:11:00,1,3.94,1,N,189,154,2,8.38,0.0,0.5,3.6,6.55,1.0,22.53,2.5,0.0
1,2023-03-30 04:56:00,2023-03-30 05:32:00,2,0.33,1,N,34,119,2,25.86,1.0,0.5,3.54,6.55,1.0,40.95,2.5,0.0
1,2023-03-30 05:19:00,2023-03-30 05:49:00,2,1.23,1,N,178,207,1,23.95,0.5,0.5,0.96,0.0,1.0,31.16,2.5,1.75
1,2023-03-30 09:49:00,2023-03-30 10:28:00,1,4.28,1,N,201,15,1,13.3,0.0,0.5,0.36,0.0,1.0,17.66,2.5,0.0
2,2023-03-30 14:12:00,2023-03-30 14:29:00,1,5.57,1,N,38,62,1,10.5,3.5,0.5,5.62,0.0,1.0,23.62,2.5,0.0
2,2023-03-30 17:55:00,2023-03-30 18:13:00,1,0.52,1,N,203,191,2,20.42,0.5,0.5,7.77,0.0,1.0,30.19,0.0,0.0
1,2023-03-30 18:34:00,2023-03-30 18:42:00,1,4.0,1,N,1,42,1,9.64,3.5,0.5,1.91,0.0,1.0,20.8,2.5,1.75
2,2023-03-30 20:07:00,2023-03-30 20:12:00,2,0.7,1,N,135,255,1,7.29,1.0,0.5,1.86,0.0,1.0,11.65,0.0,0.0
1,2023-03-30 20:28:00,2023-03-30 20:47:00,1,1.07,1,N,113,84,1,12.03,2.5,0.5,2.95,0.0,1.0,21.48,2.5,0.0
2,2023-03-30 21:43:00,2023-03-30 22:15:00,1,0.61,1,N,31,64,1,19.64,1.0,0.5,0.33,0.0,1.0,24.22,0.0,1.75
2,2023-03-30 22:06:00,2023-03-30 22:55:00,2,0.3,1,N,239,244,1,13.05,0.5,0.5,11.4,6.55,1.0,33.0,0.0,0.0
2,2023-03-30 23:48:00,2023-03-31 00:00:00,2,1.11,1,N,179,177,4,5.64,1.0,0.5,1.6,6.55,1.0,16.29,0.0,0.0
2,2023-03-31 00:56:00,2023-03-31 01:16:00,1,2.78,1,N,196,99,1,40.36,3.5,0.5,0.24,0.0,1.0,45.6,0.0,0.0
1,2023-03-31 01:12:00,2023-03-31 01:23:00,1,0.38,1,N,256,168,1,4.77,2.5,0.5,4.72,6.55,1.0,22.54,2.5,0.0
2,2023-03-31 02:42:00,2023-03-31 02:56:00,1,3.02,1,N,188,89,1,4.53,0.0,0.5,0.22,0.0,1.0,8.75,2.5,0.0
2,2023-03-31 03:49:00,2023-03-31 04:36:00,1,9.27,1,N,113,25,1,7.13,2.5,0.5,1.37,6.55,1.0,21.55,2.5,0.0
1,2023-03-31 03:51:00,2023-03-31 04:26:00,3,0.3,1,N,118,41,1,9.18,0.5,0.5,2.36,6.55,1.0,22.59,2.5,0.0
1,2023-03-31 04:47:00,2023-03-31 05:00:00,3,2.4,1,N,100,214,1,11.1,0.5,0.5,1.1,0.0,1.0,16.7,2.5,0.0
1,2023-03-31 08:12:00,2023-03-31 08:39:00,2,1.58,1,N,52,153,1,14.68,3.5,0.5,2.71,6.55,1.0,31.44,2.5,0.0
2,2023-03-31 10:18:00,2023-03-31 11:11:00,1,1.86,1,N,202,11,1,4.53,3.5,0.5,2.4,0.0,1.0,14.43,2.5,0.0
2,2023-03-31 19:12:00,2023-03-31 19:50:00,1,0.51,1,N,194,136,2,6.92,0.5,0.5,2.95,6.55,1.0,22.67,2.5,1.75
1,2023-03-31 19:50:00,2023-03-31 20:04:00,1,2.1,1,N,172,41,1,17.83,1.0,0.5,1.55,0.0,1.0,24.38,2.5,0.0
2,2023-03-31 21:53:00,2023-03-31 22:28:00,1,0.55,1,N,152,166,1,18.03,0.0,0.5,4.74,0.0,1.0,24.27,0.0,0.0
1,2023-04-01 02:24:00,2023-04-01 02:35:00,1,0.92,1,N,221,118,1,18.51,0.0,0.5,0.51,0.0,1.0,20.52,0.0,0.0
2,2023-04-01 04:47:00,2023-04-01 05:08:00,1,6.16,3,N,28,4,1,3.84,0.0,0.5,0.42,6.55,1.0,12.31,0.0,0.0
2,2023-04-01 06:21:00,2023-04-01 06:33:00,1,0.46,1,N,225,31,1,15.33,1.0,0.5,2.77,0.0,1.0,23.1,2.5,0.0
1,2023-04-01 12:31:00,2023-04-01 12:50:00,1,0.79,1,N,263,24,1,11.09,0.5,0.5,0.79,6.55,1.0,22.93,2.5,0.0
2,2023-04-01 12:36:00,2023-04-01 13:07:00,1,2.55,1,N,129,141,1,3.14,3.5,0.5,3.29,6.55,1.0,20.48,2.5,0.0
1,2023-04-01 15:44:00,2023-04-01 16:06:00,1,1.4,1,N,203,71,2,14.22,2.5,0.5,7.19,0.0,1.0,27.91,2.5,0.0
2,2023-04-01 16:00:00,2023-04-01 16:23:00,4,5.01,1,N,65,168,1,54.99,3.5,0.5,1.59,6.55,1.0,68.13,0.0,0.0
2,2023-04-01 23:24:00,2023-04-01 23:34:00,1,4.12,1,N,212,256,3,10.41,2.5,0.5,1.0,0.0,1.0,17.91,2.5,0.0
2,2023-04-02 02:24:00,2023-04-02 02:49:00,1,1.45,1,N,106,244,2,15.71,1.0,0.5,0.05,6.55,1.0,29.06,2.5,1.75
1,2023-04-02 05:33:00,2023-04-02 06:25:00,1,0.67,1,N,92,201,1,8.59,3.5,0.5,2.28,0.0,1.0,15.87,0.0,0.0
2,2023-04-02 05:39:00,2023-04-02 06:01:00,1,3.27,1,N,149,228,1,15.09,0.0,0.5,4.07,6.55,1.0,31.46,2.5,1.75
2,2023-04-02 07:24:00,2023-04-02 07:55:00,1,2.08,1,N,25,141,2,15.37,3.5,0.5,0.71,0.0,1.0,23.58,2.5,0.0
2,2023-04-02 08:42:00,2023-04-02 09:04:00,1,1.13,1,Y,70,206,2,24.32,0.5,0.5,4.56,6.55,1.0,37.43,0.0,0.0
2,2023-04-02 10:51:00,2023-04-02 11:00:00,1,4.41,1,N,13,114,2,4.62,3.5,0.5,17.21,0.0,1.0,29.33,2.5,0.0
1,2023-04-02 13:50:00,2023-04-02 14:27:00,3,3.2,1,N,257,161,1,11.72,3.5,0.5,0.33,6.55,1.0,27.85,2.5,1.75
1,2023-04-02 14:52:00,2023-04-02 15:27:00,3,1.55,1,N,67,174,1,33.92,3.5,0.5,0.11,0.0,1.0,39.03,0.0,0.0
1,2023-04-02 14:56:00,2023-04-02 15:20:00,1,1.14,2,N,205,247,2,38.96,1.0,0.5,4.14,6.55,1.0,54.65,2.5,0.0
1,2023-04-02 16:18:00,2023-04-02 17:12:00,1,7.55,1,N,28,197,1,4.66,0.0,0.5,1.18,6.55,1.0,13.89,0.0,0.0
1,2023-04-02 16:28:00,2023-04-02 17:09:00,1,0.4,1,Y,91,162,1,4.94,2.5,0.5,1.2,0.0,1.0,12.64,2.5,0.0
1,2023-04-02 17:19:00,2023-04-02 18:03:00,1,1.43,1,N,31,110,1,3.86,3.5,0.5,0.46,6.55,1.0,18.37,2.5,0.0
1,2023-04-02 19:21:00,2023-04-02 19:35:00,1,3.44,1,N,136,196,2,12.86,2.5,0.5,0.35,6.55,1.0,23.76,0.0,0.0
2,2023-04-02 19:32:00,2023-04-02 19:53:00,2,1.34,1,N,14,80,1,10.45,1.0,0.5,0.47,0.0,1.0,15.92,2.5,0.0
1,2023-04-02 21:11:00,2023-04-02 21:35:00,1,1.12,1,N,262,262,2,28.55,3.5,0.5,2.17,6.55,1.0,44.77,2.5,0.0
2,2023-04-02 22:11:00,2023-04-02 22:30:00,1,0.93,1,N,8,158,1,4.6,3.5,0.5,1.35,0.0,1.0,13.45,2.5,0.0
2,2023-04-03 00:23:00,2023-04-03 00:50:00,1,2.46,1,N,177,90,2,26.37,1.0,0.5,1.66,6.55,1.0,39.58,2.5,0.0
1,2023-04-03 00:54:00,2023-04-03 01:20:00,1,3.13,1,N,142,135,1,25.42,0.5,0.5,3.25,0.0,1.0,34.92,2.5,1.75
2,2023-04-03 02:32:00,2023-04-03 03:16:00,1,0.48,1,N,170,189,1,23.26,1.0,0.5,11.29,0.0,1.0,41.3,2.5,1.75
2,2023-04-03 02:59:00,2023-04-03 03:40:00,1,3.94,1,N,29,46,1,15.09,1.0,0.5,5.13,0.0,1.0,26.97,2.5,1.75
2,2023-04-03 03:57:00,2023-04-03 04:56:00,3,6.37,1,N,52,264,1,6.94,3.5,0.5,7.55,0.0,1.0,19.49,0.0,0.0
2,2023-04-03 06:46:00,2023-04-03 07:00:00,1,2.9,1,N,184,132,1,38.63,0.0,0.5,1.77,6.55,1.0,52.7,2.5,1.75
1,2023-04-03 08:44:00,2023-04-03 08:51:00,1,1.78,1,N,243,206,1,24.65,0.0,0.5,1.12,0.0,1.0,31.52,2.5,1.75
1,2023-04-03 11:32:00,2023-04-03 12:00:00,1,3.18,1,N,116,114,1,9.17,2.5,0.5,1.7,6.55,1.0,23.92,2.5,0.0
1,2023-04-03 12:41:00,2023-04-03 13:10:00,1,3.16,1,N,102,19,1,21.05,0.5,0.5,0.73,6.55,1.0,32.83,2.5,0.0
1,2023-04-03 12:48:00,2023-04-03 13:39:00,4,0.54,1,N,15,211,1,10.78,3.5,0.5,0.06,0.0,1.0,17.59,0.0,1.75
2,2023-04-03 13:12:00,2023-04-03 13:52:00,1,6.42,1,N,183,26,1,23.12,0.5,0.5,4.33,0.0,1.0,33.7,2.5,1.75
2,2023-04-03 13:36:00,2023-04-03 14:32:00,1,0.56,1,N,69,45,1,7.6,0.5,0.5,3.75,0.0,1.0,15.85,2.5,0.0
1,2023-04-03 16:58:00,2023-04-03 17:46:00,1,1.25,1,N,49,196,1,8.13,3.5,0.5,3.56,0.0,1.0,19.19,2.5,0.0
2,2023-04-03 17:15:00,2023-04-03 17:26:00,4,5.85,1,N,138,104,1,9.49,0.5,0.5,0.25,6.55,1.0,20.79,2.5,0.0
2,2023-04-03 17:41:00,2023-04-03 17:52:00,4,10.28,1,N,72,170,1,5.27,1.0,0.5,2.38,0.0,1.0,12.65,2.5,0.0
1,2023-04-03 17:54:00,2023-04-03 18:21:00,1,1.08,1,N,195,119,1,23.73,2.5,0.5,0.19,0.0,1.0,30.42,2.5,0.0
1,2023-04-03 21:27:00,2023-04-03 22:26:00,1,0.73,1,N,46,194,1,3.4,0.0,0.5,0.3,0.0,1.0,7.7,2.5,0.0
2,2023-04-03 23:23:00,2023-04-04 00:00:00,1,7.61,1,N,110,106,1,26.79,1.0,0.5,7.34,6.55,1.0,45.68,2.5,0.0
1,2023-04-04 02:15:00,2023-04-04 03:13:00,1,0.3,1,N,136,97,1,13.8,0.0,0.5,4.93,6.55,1.0,29.28,2.5,0.0
2,2023-04-04 08:15:00,2023-04-04 09:10:00,2,0.36,1,N,29,228,2,7.73,1.0,0.5,0.12,6.55,1.0,16.9,0.0,0.0
2,2023-04-04 08:45:00,2023-04-04 09:06:00,1,2.57,2,N,241,52,1,30.78,2.5,0.5,1.35,0.0,1.0,38.63,2.5,0.0
2,2023-04-04 09:48:00,2023-04-04 10:05:00,1,0.98,1,N,227,19,2,17.25,0.0,0.5,0.23,6.55,1.0,28.03,2.5,0.0
